state,county,2008D,2012D,2016D,2020D,2008R,2012R,2016R,2020R,2008O,2012O,2016O,2020O
FL,Osceola,68024,71926,73077,85000,38558,42469,44768,63117,3589,1760,4649,5057
FL,Palm Beach,354668,355224,357252,369134,230022,251007,260953,270642,14441,7935,21622,17407
FL,Pasco,97902,98685,92202,93583,117989,119694,123871,126909,4184,3929,11193,29320
FL,Pinellas,238025,240521,238284,243895,185824,219590,229962,249328,16667,9896,25358,20563
FL,Polk,113145,117132,119437,117572,133811,137713,142911,143905,9915,5097,13061,9321
FL,Putnam,12299,12292,11237,9750,20254,20872,21874,25613,537,390,628,1009
FL,St. Johns,38864,36633,40001,46782,74056,85243,82457,91031,4060,2105,5170,5205
FL,St. Lucie,68079,68465,66951,68827,57916,61802,61959,74697,2731,1519,3071,2563
FL,Santa Rosa,18425,18093,18581,19337,58989,63360,61854,68066,3110,1645,3787,3808
FL,Sarasota,101184,97244,95865,100311,101773,115600,117286,124687,2973,2044,7525,22182
FL,Seminole,101001,100524,101003,104256,96659,112009,111021,114561,9961,4686,14385,13132
FL,Sumter,18759,19648,21044,25397,38216,42218,44717,63080,793,396,1060,1985
FL,Suwannee,5002,5026,4391,3724,13093,13545,13997,15546,289,253,363,589
FL,Taylor,2767,2944,2462,2507,6780,6535,6761,7239,138,124,179,270
FL,Union,1598,1580,1180,925,4419,4174,4356,4846,76,72,92,132
FL,Volusia,124661,112129,110776,112212,119744,124388,128163,131012,9062,4776,11499,7675
FL,Wakulla,5387,5450,4782,4088,9447,9540,9987,11091,292,243,378,632
FL,Walton,7238,7009,6971,6999,21356,22741,24148,30512,596,368,685,1040
FL,Washington,2965,3042,2564,2398,8485,8479,8556,9024,156,160,219,369
GA,Appling,2042,2000,1640,1480,5493,5444,5390,5682,78,86,78,83
GA,Atkinson,1305,1203,840,479,2311,2156,1942,1830,32,31,30,34
GA,Bacon,1027,1015,703,646,3520,3325,3307,3537,42,42,41,48
GA,Baker,1066,1023,738,684,1138,1021,809,757,17,12,13,14
GA,Baldwin,8514,8625,8170,7656,7925,8041,7859,8170,252,216,349,632
GA,Banks,1149,1032,810,798,5696,5558,5807,6512,105,65,126,181
GA,Barrow,6611,6026,6397,6561,18437,19349,20266,23445,783,461,972,1586
GA,Bartow,9178,8738,8579,8035,26486,27484,28342,32434,832,497,947,1255
GA,Ben Hill,2836,2731,2334,1948,3790,3629,3666,4096,56,49,74,120
GA,Berrien,1546,1503,1222,1250,5280,5002,5213,5654,90,83,104,134
GA,Bibb,39526,39061,38303,35904,24340,25481,24795,25926,1094,638,1363,2248
GA,Bleckley,1677,1536,1248,1021,3987,3790,3718,3825,79,59,114,191
GA,Brantley,1215,1191,828,689,5467,5196,5395,5849,90,89,99,121
GA,Brooks,3125,3265,2695,2371,3876,3709,3645,3794,57,48,79,135
GA,Bryan,4000,3761,3839,4101,9657,9869,10132,11081,328,243,463,895
GA,Bulloch,9478,9620,9301,8925,14392,15001,15100,16094,527,385,712,1410
GA,Burke,5396,5501,4948,4443,4657,4567,4497,4818,80,75,104,161
GA,Butts,3287,3173,2794,2429,6453,6499,6502,6991,135,123,191,317
GA,Calhoun,1701,1544,1279,1045,1166,1101,861,842,11,8,11,21
GA,Camden,6470,6390,6053,5600,11294,11893,12010,13291,357,309,507,1000
GA,Candler,1551,1417,1137,920,2762,2549,2558,2796,40,26,53,88
GA,Carroll,13326,12973,12853,12407,28325,28625,29216,31873,1000,588,1116,1397
GA,Catoosa,5947,5779,5277,4637,18873,19358,20529,24294,584,496,816,1599
GA,Charlton,1562,1456,1129,852,2966,2746,2812,3161,40,38,48,71
GA,Chatham,64244,61555,61646,64019,46679,49386,46733,45248,3199,1702,4737,7697
GA,Chattahoochee,1127,998,709,474,1047,955,771,842,29,26,34,53
GA,Chattooga,2460,2483,2024,1885,6083,5779,6177,6947,133,118,152,183
GA,Cherokee,22238,20396,23854,30903,72767,82355,78987,83674,6065,3012,9106,11384
GA,Clarke,28973,25190,29166,36842,14473,14711,13869,13191,1300,1326,2347,5809
GA,Clay,1219,1120,804,554,925,792,580,469,12,9,9,10
GA,Clayton,81839,83109,79462,79955,10488,12907,14820,26260,1305,589,1555,1787
GA,Clinch,1306,1122,827,476,2069,1842,1738,1738,34,23,35,46
GA,Cobb,154718,133577,145896,139441,153883,172347,159060,162136,15668,9672,24864,23435
GA,Coffee,4977,5169,4430,3730,9324,9712,9535,10012,138,149,191,316
GA,Colquitt,4260,4147,3732,3271,9553,9740,9788,10380,161,139,219,353
GA,Columbia,16448,17107,18117,20919,41002,43753,42487,43860,1844,953,2599,4716
GA,Cook,2380,2263,1922,1619,4196,4055,4041,4300,73,57,99,156
GA,Coweta,15374,15556,16171,17336,40020,41721,41458,43750,1771,985,2324,3623
GA,Crawford,2113,1960,1621,1272,3752,3540,3548,3775,73,59,95,145
GA,Crisp,3363,3286,2954,2696,4728,4430,4510,4751,71,53,96,154
GA,Dade,1613,1646,1239,1159,5091,4790,4960,5374,142,142,190,300
GA,Dawson,1911,1530,1514,1461,8928,9097,9419,10521,228,203,331,618
GA,Decatur,4667,4701,4270,3945,6190,6118,6022,6198,87,73,114,174
GA,DeKalb,266542,240286,247954,236334,46424,59332,51027,57561,9651,6464,17817,25322
GA,Dodge,2798,2730,2203,1644,5618,5418,5194,4938,95,80,121,178
GA,Dooly,2512,2521,2063,1728,2362,2223,2017,1965,35,28,33,37
GA,Dougherty,24267,25058,23579,20212,10911,11695,11282,12712,316,240,405,715
GA,Douglas,27215,27122,28889,32509,25737,26678,25446,24087,1213,681,1433,1984
GA,Early,2849,2837,2355,1873,3028,2818,2655,2595,39,32,49,79
GA,Echols,885,784,564,498,1375,1155,1010,898,16,14,14,19
GA,Effingham,5134,4997,4843,4760,15901,16605,17384,19841,391,319,555,1084
GA,Elbert,3512,3437,2911,2337,5307,5168,5205,5589,108,104,132,185
GA,Emanuel,3278,3189,2739,2294,5467,5367,5302,5532,71,55,77,99
GA,Evans,1712,1541,1265,1001,2799,2538,2460,2492,41,28,57,96
GA,Fannin,2552,2313,2180,2269,8526,8355,9089,10531,176,138,219,327
GA,Fayette,20509,20421,22261,26677,38167,39312,37124,34488,1742,1040,2204,3329
GA,Floyd,10320,10262,9762,9157,23008,23768,24022,26188,792,468,904,1266
GA,Forsyth,17424,16466,21137,30795,62600,70019,67285,72079,4300,2147,5892,7007
GA,Franklin,1774,1727,1489,1685,6584,6391,6733,7494,135,144,173,257
GA,Fulton,307054,262412,282332,254202,113169,133990,123328,124266,15480,9098,23860,20516
GA,Gilmer,2696,2301,2212,2083,9254,9392,9930,11426,200,177,277,473
GA,Glascock,880,782,561,498,1598,1379,1244,1170,21,21,16,13
GA,Glynn,12141,12127,11952,11605,20557,21820,21613,22636,554,355,705,1296
GA,Gordon,4243,3838,3595,3159,13741,14194,14821,16725,332,275,439,722
GA,Grady,3747,3645,3257,2899,6126,6142,6001,6178,83,62,113,177
GA,Greene,3612,3391,3262,3223,5205,5239,5240,5844,88,64,124,199
GA,Gwinnett,141896,136341,145556,142485,144151,160715,153008,155071,7836,7041,17379,31701
GA,Habersham,3065,2639,2644,2641,12288,12843,12994,14083,313,230,415,744
GA,Hall,14503,13983,15508,18202,47607,50277,49566,53091,1791,1199,2528,4696
GA,Hancock,3618,3471,3021,2449,1105,988,828,887,23,13,27,43
GA,Haralson,2163,2052,1777,1780,9069,8970,9347,10223,198,137,247,371
GA,Harris,4444,4294,4128,4080,11141,11610,11681,12547,248,202,361,700
GA,Hart,3282,3143,2900,2939,6950,6782,7034,7637,150,140,208,338
GA,Heard,1217,1181,875,810,3543,3364,3318,3508,71,62,88,130
GA,Henry,44929,44003,46534,50479,47211,48537,46626,45592,2135,1203,2680,3576
GA,Houston,21281,22073,21993,21889,35070,36523,36057,36717,1284,853,1637,2800
GA,Irwin,1538,1419,1061,702,2988,2767,2707,2821,40,30,48,74
GA,Jackson,4932,4367,4532,4503,18633,19492,20619,24184,499,353,637,1110
GA,Jasper,2213,2070,1730,1385,4347,4242,4211,4484,81,58,108,168
GA,Jeff Davis,1616,1549,1130,764,4285,4213,4077,4239,67,60,76,99
GA,Jefferson,4398,4405,3986,3671,3300,3212,3104,3406,48,40,64,105
GA,Jenkins,1715,1721,1314,1114,2233,2108,1946,2037,28,16,30,43
GA,Johnson,1482,1499,1197,1214,2820,2671,2534,2614,29,26,27,31
GA,Jones,4679,4490,4193,3859,8122,8131,8193,8654,157,124,225,385
GA,Lamar,2993,2852,2502,2170,5219,5061,5077,5339,96,92,124,188
GA,Lanier,1431,1376,966,593,2222,2043,1948,2042,46,37,61,99
GA,Laurens,7634,7672,7096,6346,12211,12644,12532,13032,212,188,301,537
GA,Lee,3421,3260,3130,3123,10237,10628,10514,10935,170,151,261,490
GA,Liberty,10085,10254,9708,8775,5823,5829,6080,7332,234,199,348,675
GA,Lincoln,1949,1824,1461,1090,3105,2983,2787,2759,46,32,55,81
GA,Long,1731,1640,1377,1234,2634,2494,2484,2811,72,55,99,159
GA,Lowndes,16523,16961,15834,13531,21052,22081,21835,22518,618,335,737,1105
GA,Lumpkin,2756,2311,2329,2269,8836,8919,9218,10086,331,257,435,774
GA,McDuffie,4195,4104,3796,3523,5709,5711,5477,5493,110,34,111,131
GA,McIntosh,3134,3090,2596,2116,3689,3579,3450,3566,72,65,90,134
GA,Macon,3488,3446,2979,2560,1849,1753,1613,1843,31,26,34,49
GA,Madison,3115,2764,2627,2415,8698,8832,8965,9657,222,183,303,492
GA,Marion,1734,1655,1331,1119,2156,1958,1893,2034,41,24,44,63
GA,Meriwether,4588,4509,4072,3610,5318,5109,5157,5439,107,90,152,251
GA,Miller,1170,1108,743,446,2291,2135,1940,1868,26,19,25,32
GA,Mitchell,4158,4248,3713,3314,4550,4412,4301,4426,66,44,84,128
GA,Monroe,4214,3952,3746,3476,8384,8576,8584,9128,164,154,236,408
GA,Montgomery,1373,1368,976,740,2940,2833,2657,2688,39,33,46,68
GA,Morgan,3246,2923,2796,2600,6375,6342,6365,6733,139,113,200,340
GA,Murray,3032,2888,2325,1641,9062,9079,9784,11440,194,191,257,387
GA,Muscogee,44075,42517,41506,38857,26583,27285,27250,30201,1459,732,1866,2802
GA,Newton,19979,20515,20836,20960,20295,21636,21101,21339,641,448,795,1377
GA,Oconee,5231,4646,5253,6010,12681,13525,13317,14140,659,360,832,1466
GA,Oglethorpe,2462,2178,1998,1784,4600,4457,4489,4848,127,120,180,303
GA,Paulding,16445,15634,17133,18773,41982,42963,43255,45694,1398,759,1652,2043
GA,Peach,5908,6044,5354,4500,5532,5497,5369,5539,129,103,187,318
GA,Pickens,2723,2323,2220,2037,10602,10924,11227,12361,247,179,312,505
GA,Pierce,1485,1385,1069,870,5988,5871,6041,6609,62,52,81,128
GA,Pike,1812,1629,1396,1240,6933,6833,7008,7517,123,102,168,266
GA,Polk,4077,3960,3378,2679,10275,10352,10727,11725,221,174,287,430
GA,Pulaski,1654,1488,1239,1060,2873,2664,2509,2448,37,22,47,77
GA,Putnam,3371,3200,2940,2756,6397,6428,6388,6758,108,93,150,242
GA,Quitman,959,864,578,371,955,802,591,438,8,8,7,13
GA,Rabun,2147,1870,1673,1479,5989,5934,6035,6567,164,164,224,360
GA,Randolph,2167,2019,1735,1503,1606,1491,1323,1418,18,17,22,41
GA,Richmond,51876,52983,50511,46412,22664,24926,24838,29644,1456,824,1874,3032
GA,Rockdale,20410,21219,21870,23705,14281,15684,15138,17396,664,399,801,1322
GA,Schley,904,788,561,450,1705,1504,1413,1448,20,14,25,41
GA,Screven,3173,3009,2606,2131,3660,3535,3396,3565,61,45,83,134
GA,Seminole,1908,1721,1394,1002,2676,2454,2357,2384,41,45,45,63
GA,Spalding,9878,9980,9555,8947,15105,15869,15813,16719,393,303,508,861
GA,Stephens,2681,2446,2182,1988,7846,7652,7716,7972,173,159,245,406
GA,Stewart,1659,1559,1296,1176,1094,970,802,826,24,11,24,36
GA,Sumter,6464,6575,5903,5170,5749,5706,5496,5654,104,88,143,229
GA,Talbot,2622,2451,2161,1870,1662,1456,1264,1102,36,23,39,53
GA,Taliaferro,976,883,606,439,899,787,570,491,13,9,7,4
GA,Tattnall,2264,2153,1837,1608,5065,4980,5026,5578,77,64,99,153
GA,Taylor,1854,1811,1447,1228,2374,2184,2082,2174,34,19,37,56
GA,Telfair,2132,2061,1587,1093,2848,2691,2505,2455,39,48,34,30
GA,Terrell,2806,2703,2388,2140,2187,2053,1911,2030,34,21,38,56
GA,Thomas,7692,7755,7318,6820,11017,11637,11290,11621,231,194,332,618
GA,Tift,4914,4812,4501,4225,9609,9718,9648,9961,154,118,224,388
GA,Toombs,3150,2994,2616,2207,6900,6884,6701,6770,109,90,149,238
GA,Towns,1613,1503,1298,1325,5018,5029,5085,5774,95,72,132,211
GA,Treutlen,1414,1329,998,767,2169,1911,1839,1876,26,25,26,35
GA,Troup,10233,10556,9939,9161,15482,16213,16073,16850,373,317,497,910
GA,Turner,1801,1725,1366,1062,2462,2250,2124,2110,38,21,44,67
GA,Twiggs,2679,2546,2196,1883,2308,2130,2069,2315,36,27,43,69
GA,Union,2695,2448,2200,1938,8836,9077,9371,10609,164,161,211,311
GA,Upson,4228,4149,3728,3313,7520,7578,7365,7422,100,81,134,207
GA,Walker,5772,5670,4947,4051,17467,17731,18754,21894,447,357,550,843
GA,Walton,8389,8206,8218,8161,27767,28861,29448,32500,744,469,900,1466
GA,Ware,4200,4107,3698,3294,8549,8477,8534,8933,131,116,188,316
GA,Warren,1903,1782,1458,1176,1342,1220,1038,1070,23,9,23,33
GA,Washington,4810,4833,4381,3998,4480,4324,4225,4398,68,61,89,140
GA,Wayne,3026,2908,2421,1883,7959,7947,8031,8518,137,125,184,286
GA,Webster,885,825,549,424,996,849,634,480,14,8,11,14
GA,Wheeler,1055,1003,720,639,1799,1600,1444,1364,21,21,26,44
GA,White,2364,2002,1878,1684,9015,9089,9418,10380,225,209,322,581
GA,Whitfield,8156,7661,7961,8250,19546,20742,21467,25397,673,376,811,1267
GA,Wilcox,1344,1298,949,722,2483,2243,2128,2079,27,16,24,28
GA,Wilkes,2555,2353,2063,1757,3043,2884,2674,2593,46,40,54,77
GA,Wilkinson,2518,2434,2102,1932,2661,2483,2375,2494,38,25,46,72
GA,Worth,2798,2725,2281,1857,6149,6111,6062,6349,75,64,97,151
HI,Hawaii,49414,45444,43836,39963,10684,13348,18002,36391,5646,2955,7000,5407
HI,Honolulu,215728,202021,183944,191739,47211,87803,95682,311211,15114,8868,21913,15711
HI,Kauai,18477,18031,17286,15310,4501,5662,7220,14213,1490,658,1773,1719
HI,Maui,38220,34395,35013,34757,7457,10289,13717,29368,4130,1999,5020,3795
ID,Ada,81994,77154,75388,78607,86839,100009,96322,97801,17295,10548,26959,23355
ID,Adams,1076,869,616,285,1836,1643,1557,1675,122,91,167,269
ID,Bannock,13371,13507,11856,9351,17120,20389,18736,20983,4996,2324,6171,4319
ID,Bear Lake,937,759,585,496,2557,2656,2327,2494,241,93,293,521
ID,Benewah,1631,1460,1053,530,2895,2757,2944,3782,184,164,259,444
ID,Bingham,4282,4060,3474,2566,11788,13457,11969,11984,1776,449,2496,1692
ID,Blaine,6906,6389,6546,6601,3405,3951,3494,4337,553,324,691,1222
ID,Boise,1509,1330,985,558,2692,2487,2594,3141,199,158,282,505
ID,Bonner,7337,6854,6431,5453,11968,12330,12943,14799,1092,763,1203,1625
ID,Bonneville,10471,10040,9529,8257,27589,31987,27827,24056,7256,2996,9326,5443
ID,Boundary,1724,1525,1180,747,3561,3349,3566,4255,266,233,352,599
ID,Butte,905,787,559,440,1322,1233,989,941,77,40,110,179
ID,Camas,936,802,569,402,876,779,563,518,32,19,47,83
ID,Canyon,18484,18745,17542,14561,44460,47424,46134,48629,8684,4134,11682,9360
ID,Caribou,962,779,576,399,2775,2811,2474,2535,263,113,318,551
ID,Cassia,1631,1387,1173,923,6414,7228,6331,6552,704,192,901,1077
ID,Clark,915,802,567,434,912,782,571,471,24,26,27,42
ID,Clearwater,1454,1329,942,540,2716,2677,2755,3571,163,148,213,329
ID,Custer,955,810,575,393,1972,1924,1773,2021,111,95,165,285
ID,Elmore,2755,2695,2150,1519,5576,5498,5798,7060,502,317,634,1141
ID,Franklin,1053,780,633,435,4476,5230,4275,4404,703,92,934,749
ID,Fremont,1323,1082,816,437,4626,5045,4430,4568,540,153,677,950
ID,Gem,2293,2191,1627,906,5943,5702,5897,6460,422,268,524,887
ID,Gooding,1741,1582,1190,723,3837,3871,3792,4418,287,193,368,652
ID,Idaho,2173,1998,1550,969,6110,6195,6331,7360,437,238,483,714
ID,Jefferson,1798,1538,1225,740,9052,9981,8805,8270,1263,290,1773,1556
ID,Jerome,2051,1914,1538,1118,4827,4989,4799,5425,424,226,533,901
ID,Kootenai,19464,18324,17495,15585,41109,42619,42756,46788,4989,2802,5905,4312
ID,Latah,8982,8822,8506,8105,7351,7802,7638,8882,1875,1213,2568,4488
ID,Lemhi,1392,1249,904,528,3133,3184,3031,3491,200,168,285,507
ID,Lewis,931,790,561,395,1494,1386,1236,1382,71,49,92,140
ID,Lincoln,953,797,566,365,1413,1337,1200,1439,117,59,151,235
ID,Madison,1713,1058,1255,1153,11398,13321,10502,8098,4116,662,6096,2705
ID,Minidoka,1877,1659,1369,1012,4826,5454,5079,6215,467,173,567,835
ID,Nez Perce,6737,6769,5697,4180,9938,10434,10817,13091,1060,529,1266,1748
ID,Oneida,978,781,592,420,1967,2029,1661,1646,175,90,236,433
ID,Owyhee,1257,1101,756,343,3359,3074,3075,3236,158,130,225,382
ID,Payette,2552,2485,1899,1187,6084,6241,6395,7633,391,247,489,794
ID,Power,1365,1253,872,462,1830,1992,1724,2153,191,107,263,482
ID,Shoshone,2637,2603,1908,1082,3279,2950,3184,3764,269,205,337,553
ID,Teton,2506,2059,2145,2150,2587,2648,2281,2258,347,209,458,851
ID,Twin Falls,7944,7644,6910,5440,18533,20517,20220,22758,2907,1374,3565,3215
ID,Valley,2589,2309,2097,1806,2983,2858,2877,3398,288,219,390,720
ID,Washington,1529,1390,1000,549,3362,3312,3274,3810,209,151,290,522
IL,Adams,10519,10086,8942,6838,18014,20549,22070,31272,812,606,1087,2061
IL,Alexander,2359,2285,1696,1007,1817,1702,1573,1799,65,49,74,100
IL,Bond,3640,3339,2732,1715,4349,4275,4595,5755,316,276,443,844
IL,Boone,10435,10023,9547,8351,10531,11470,12042,15327,974,270,1285,1149
IL,Brown,1242,1092,738,343,1804,1683,1700,2177,65,60,83,129
IL,Bureau,8270,8419,7077,5133,7096,8055,9027,13795,698,293,849,1115
IL,Calhoun,1566,1396,1031,640,1627,1577,1550,2025,72,56,89,131
IL,Carroll,3930,3947,3096,2035,3414,3556,4113,6403,305,228,414,774
IL,Cass,2735,2422,2056,1488,2678,2757,2987,4365,165,135,231,387
IL,Champaign,52346,42120,48872,55827,24963,31809,31367,47799,8663,4365,11665,9452
IL,Christian,6260,5873,4984,3343,8106,8951,9963,14412,495,293,591,869
IL,Clark,3433,2902,2507,1566,4638,5113,5309,7413,235,164,312,540
IL,Clay,2353,1971,1559,795,4143,4260,4668,6454,175,157,254,440
IL,Clinton,6690,6042,5132,3188,9888,10807,11816,16169,579,307,691,1010
IL,Coles,10235,9537,8517,6285,10214,11617,12815,18745,963,523,1115,1538
IL,Cook,1453324,1460322,1727670,1397146,248644,451116,489148,1875162,25027,21444,38719,43693
IL,Crawford,3610,3191,2669,1656,4988,5527,5950,8688,258,190,340,560
IL,Cumberland,2167,1988,1477,791,3512,3579,3868,5306,193,180,277,486
IL,DeKalb,22683,20428,21075,21809,16119,18670,19482,26502,3203,1675,3899,3776
IL,De Witt,3231,2927,2447,1665,4385,4636,4863,6540,293,207,396,692
IL,Douglas,3160,2767,2424,1780,4946,5363,5529,7410,282,194,371,668
IL,DuPage,247834,199945,225857,197679,97913,203797,142102,426763,17832,11041,27400,23227
IL,Edgar,3436,2931,2479,1492,4513,5055,5314,7725,236,179,321,579
IL,Edwards,1350,1089,775,282,2443,2488,2564,3498,87,66,109,158
IL,Effingham,4813,4217,3794,2740,11847,12970,13375,16488,505,266,599,908
IL,Fayette,3656,3272,2626,1466,6001,6139,6833,9154,265,190,314,496
IL,Ford,2328,1979,1730,1301,4118,4319,4378,5601,257,183,359,682
IL,Franklin,7741,7693,6209,4078,9983,10694,12292,17511,492,377,586,881
IL,Fulton,8835,8752,7389,5235,6023,6580,7865,12510,649,369,765,1114
IL,Gallatin,1605,1376,1026,610,1493,1548,1656,2660,74,56,89,129
IL,Greene,2603,2409,1802,943,3327,3473,3786,5464,157,147,201,291
IL,Grundy,10035,9616,8866,7233,11213,11961,12943,16626,1012,418,1229,1394
IL,Hamilton,1781,1603,1204,789,2673,2649,2902,4069,121,104,137,174
IL,Hancock,3972,4016,2994,1701,5234,5383,6039,8414,317,248,411,722
IL,Hardin,1099,1015,680,441,1639,1664,1550,2003,51,49,60,86
IL,Henderson,2212,2262,1631,1121,1778,1655,1897,2851,111,72,156,256
IL,Henry,12021,12557,10497,7563,10686,11816,13555,20040,1083,451,1342,1662
IL,Iroquois,4252,3752,3235,2130,8251,9186,9646,13015,442,238,532,788
IL,Jackson,14073,14038,12948,11503,8998,9972,10749,14889,1273,1018,1533,2416
IL,Jasper,2097,1796,1380,700,3223,3499,3666,5320,136,98,188,299
IL,Jefferson,6775,6475,5468,3714,9498,10177,11208,15103,438,330,561,810
IL,Jersey,4610,4112,3519,2325,6245,6289,7057,9295,340,300,440,746
IL,Jo Daviess,6062,5894,5133,3914,4980,5495,5865,8429,429,289,544,973
IL,Johnson,2002,1874,1466,1075,4273,4163,4425,5415,180,166,251,419
IL,Kane,109783,87746,98677,98448,63859,86855,79043,98323,12392,6503,16919,11881
IL,Kankakee,22026,20908,20144,18473,20778,23279,24439,32580,2282,1048,2699,2155
IL,Kendall,22332,20438,23075,26757,22368,24567,24054,26413,2714,1314,3561,4455
IL,Knox,13136,13826,11772,9017,8647,9509,10570,15236,854,435,986,1305
IL,Lake,187296,149718,170632,153361,76001,128954,103279,198537,15952,9272,24258,18731
IL,LaSalle,24111,22405,21314,19505,18982,22436,25323,41623,2565,1273,2968,2318
IL,Lawrence,2818,2387,1926,1013,3519,3819,4160,6247,170,148,235,383
IL,Lee,7274,7149,6272,4838,7667,8228,8646,11332,794,328,964,1262
IL,Livingston,5792,5424,4785,3636,8809,9840,10162,13357,566,260,689,1007
IL,Logan,4864,4293,3931,3003,6640,7690,8114,11885,493,243,601,921
IL,McDonough,6207,6274,5869,6006,5327,6030,6617,10134,568,416,741,1417
IL,McHenry,72877,56682,64349,66746,44469,70757,63180,113682,9718,5048,12590,8635
IL,McLean,37637,31371,35904,42393,29518,37027,34931,47472,6052,3064,7511,5396
IL,Macon,22794,22354,20376,16991,21777,24769,25938,35615,1952,915,2249,1773
IL,Macoupin,10448,9929,8359,5552,10341,11279,13377,20284,719,657,946,1706
IL,Madison,65921,57642,55364,55711,56028,65616,63426,80053,10379,5193,14812,12843
IL,Marion,7304,6719,5659,3554,9249,9705,11102,15344,476,228,556,736
IL,Marshall,3068,2812,2315,1577,3177,3327,3558,5080,218,155,298,531
IL,Mason,3457,3225,2628,1739,3128,3266,3713,5695,232,190,319,566
IL,Massac,2543,2401,2009,1741,4546,4482,4712,5778,165,141,230,373
IL,Menard,2748,2371,2135,1684,3595,3938,4061,5761,234,157,326,599
IL,Mercer,4755,4819,3834,2583,3931,3958,4469,6346,354,215,455,815
IL,Monroe,7298,6623,6245,5154,11061,11594,12086,14139,682,355,832,1315
IL,Montgomery,5863,5497,4559,2892,6628,6933,7945,11303,471,331,591,1017
IL,Morgan,6685,6021,5477,4022,6925,7860,8779,13386,583,322,684,1019
IL,Moultrie,2704,2485,1975,1251,3643,3814,4133,5871,203,171,287,498
IL,Ogle,10187,9764,8948,7256,12147,13618,14473,19491,1029,338,1317,1256
IL,Peoria,45316,40664,40739,40697,25236,32916,33146,54625,4057,2308,4797,3953
